Channel,Minimum,Maximum,Mean,RMS,Variance,Standard Deviation,Power,Peak,Peak-to-Peak,Crest Factor,Skew,Kurtosis,Max_F,Sum_F,Mean_F,Variance_F,Peak_F,Skew_F,Kurtosis_F
A1,-45.125600000000006,43.8017,-3.150552958896625e-05,3.60087983644376,12.966335595514963,3.6008798363059773,12.96633559650724,45.125600000000006,88.9273,12.531826122963933,0.43000930366717954,23.30219589991754,11483.960578064196,1296633.559650724,12.96633559650724,38521.17505091898,11483.960578064196,31.691474357096563,1268.1916463168902
A2,-14.528399999999998,14.3698,-3.0922633706458668e-06,2.1889878544401653,4.791667826876994,2.188987854437981,4.791667826886559,14.528399999999998,28.898199999999996,6.6370400231003766,0.15100821868190104,4.117926689929042,3755.330347532404,479166.7826886559,4.791667826886559,3544.244355404564,3755.330347532404,29.683107671607157,1240.7666916363735
CP1,-6.667649999999999,12.6563,-1.521042838963318e-06,0.8820700405582049,0.7780475564480288,0.8820700405568873,0.7780475564503533,12.6563,19.32395,14.348407062993148,1.2914124342130895,21.181685851812546,793.774747839524,77804.75564503536,0.7780475564503536,131.10842905002917,793.774747839524,34.044830017746754,1571.1211203492853
CP2,-10.1338,12.441600000000001,1.2159037613037213e-05,1.3759456754566914,1.8932265016601295,1.375945675402968,1.8932265018079706,12.441600000000001,22.575400000000002,9.04221745227732,0.34376825852186016,5.222864897746868,1505.025162140533,189322.65018079703,1.8932265018079704,624.3937909013788,1505.025162140533,30.263924411051374,1214.3826456660825
CP5,-10.8748,9.46892,1.1350476192252046e-05,1.337413113130703,1.7886738350451392,1.337413113082543,1.7886738351739586,10.8748,20.34372,8.131219810267574,0.08746580168645691,3.368707085090323,2138.463684693914,178867.38351739582,1.7886738351739582,422.15657770645333,2138.463684693914,46.79859243567943,3391.5100533659297
CP6,-415.743,277.406,5.6663199694755804e-05,27.569413372277573,760.0725536883095,27.569413372219394,760.0725536915174,415.743,693.149,15.079863847159345,-0.16753900855936407,12.340165117280241,369022.72094151174,76007255.36915171,760.0725536915171,60186170.95503818,369022.72094151174,25.376060566395868,835.5735755709712
Pz,-3.67436,6.96017,3.288816745157135e-06,0.853315402753589,0.728147176565707,0.8533154027472533,0.7281471765765197,6.96017,10.63453,8.156620608909694,0.38899483652592165,1.9659915260980219,468.4787246439324,72814.71765765196,0.7281471765765195,72.44390798600068,468.4787246439324,27.64644997766575,1010.7714072040892
P3,-5.10065,8.20616,2.1852499779683399e-07,1.021331363919012,1.0431177549246442,1.0213313639189996,1.0431177549246695,8.20616,13.30681,8.034767451487683,0.34783672226993584,2.1746317008247598,1046.2043708119304,104311.77549246693,1.0431177549246693,184.20271122370667,1046.2043708119304,38.57430546887217,2128.836802199238
P4,-10.9502,22.3567,2.4003181963143162e-05,2.278431522595423,5.191250202580401,2.278431522468999,5.191250203156497,22.3567,33.3069,9.81232035208716,0.5558063574439673,2.855359981622777,5118.374779773789,519125.0203156497,5.191250203156497,4097.800665316974,5118.374779773789,34.7881312085176,1755.4897655834372
T5,-14.972099999999996,17.0995,6.5022130484427976e-06,1.9888110437748194,3.9553693677984176,1.9888110437641926,3.955369367840687,17.0995,32.0716,8.59785048636127,0.4637006355464593,4.086210208305781,2374.803448566152,395536.9367840687,3.955369367840687,1340.1230271504662,2374.803448566152,27.57670649838377,1051.8057057507353
T6,-21.8716,30.379300000000004,-4.038284362420441e-05,4.165393978647896,17.35050699572542,4.1653939784521485,17.350506997356145,30.379300000000004,52.2509,7.2932596906142475,0.7974410803596776,3.226414151837484,11615.353262567474,1735050.6997356145,17.350506997356145,24477.52901040565,11615.353262567474,26.366620866865212,1098.5688248901074
PO3,-8.34717,10.6661,-2.3732222470699824e-05,1.4388025493781351,2.0701527755338374,1.4388025491824226,2.0701527760970206,10.6661,19.01327,7.413178413264555,0.5112165797452466,2.2483172499824855,1344.0296147600577,207015.27760970214,2.0701527760970215,450.7661592374826,1344.0296147600577,28.396154437003084,1122.343375895118
PO4,-16.4206,19.2247,2.735379766933761e-06,2.7286705012047583,7.445642704137475,2.7286705012033745,7.445642704145028,19.2247,35.6453,7.045445755180752,0.6644903496034338,4.163246567386167,8271.931622295082,744564.2704145027,7.445642704145027,7274.521924257056,8271.931622295082,38.36212684966011,2430.9242155622346
Oz,-19.586,17.8632,-2.9759351430630545e-05,1.9130530874792289,3.6597721146281956,1.9130530872477627,3.6597721155138103,19.586,37.4492,10.238084937730541,0.5343512833016323,2.112973464363132,1782.8180551769979,365977.2115513809,3.6597721155138094,1137.2671636538475,1782.8180551769979,24.89095415456206,838.8785487213265
O1,-11.524899999999999,12.1844,-3.58966454493725e-06,1.6302597493148663,2.657746850223288,1.6302597493109152,2.6577468502361707,12.1844,23.7093,7.4739010179946,0.5805776093415055,4.228787585638913,1385.7393522546931,265774.6850236171,2.657746850236171,612.2570358586169,1385.7393522546931,26.51946049146099,963.362832247064
O2,-14.9407,18.9033,1.8164998245972866e-05,2.0553617204659598,4.22451180162679,2.055361720385682,4.22451180195679,18.9033,33.844,9.197067266444243,0.62868343193114,2.4203901751019705,2513.2313075126963,422451.1801956791,4.22451180195679,1609.223945513214,2513.2313075126963,26.568331962515785,997.5245646970151
0,-28.49839210510254,30.74271011352539,-4.882812376649781e-09,5.429079055786133,29.474279403686523,5.429021835327148,29.474899291992188,30.74271011352539,59.24110412597656,5.662601298973686,-1.3769688197333503,3.0575633708712466,15566.76352,2947489.9588532373,29.474899588532374,101155.98326503426,15566.76352,21.67104274618003,634.4454029037274
1,-31.12006950378418,36.21030044555664,6.103515470812226e-10,5.837538242340088,34.07630157470703,5.837491035461426,34.07685089111328,36.21030044555664,67.33036804199219,6.203008690019486,-1.3047376718559147,2.9054836862232083,18455.59936,3407685.1732161622,34.07685173216162,140267.0137707868,18455.59936,21.866740571687135,640.8835322689163
2,-14.856776237487793,20.08357810974121,1.0681152629032908e-09,3.117032766342163,9.715770721435547,3.1170132160186768,9.715893745422363,20.08357810974121,34.94035339355469,6.443171957190968,-1.0794071586389078,2.6511710424808514,5283.11744,971589.4750089105,9.715894750089106,11570.627731708233,5283.11744,21.877635706354333,640.6238220329244
3,-21.593900680541992,22.435243606567383,6.103515470812226e-09,4.027132511138916,16.217529296875,4.027099132537842,16.21779441833496,22.435243606567383,44.029144287109375,5.571021947877861,-1.1651698951114489,2.625447075889494,7944.28352,1621779.540556883,16.21779540556883,29138.77863905306,7944.28352,21.023151179979262,582.4435511531827
4,-10.38306713104248,13.978227615356445,-4.501342854013046e-09,1.960992693901062,3.8454325199127197,1.9609774351119995,3.845492124557495,13.978227615356445,24.36129379272461,7.128138548823012,-0.8548591092175427,2.6539669360360643,2120.66896,384549.22614765447,3.8454922614765445,1684.2954230310386,2120.66896,22.90483086008296,702.8435431199335
5,-14.638671875,12.7350435256958,-7.629394338515283e-10,2.393803119659424,5.730193138122559,2.393782138824463,5.7302937507629395,14.638671875,27.373714447021484,6.115236359572755,-0.8974023889639741,2.800468018335774,3154.49568,573029.404674653,5.73029404674653,3852.342776242517,3154.49568,21.713303072651925,635.1826888739911
6,-20.079259872436523,16.663753509521484,-4.3487546896869844e-09,2.2929279804229736,5.257421970367432,2.2929069995880127,5.257519245147705,20.079259872436523,36.743011474609375,8.757039053940337,-0.5073057338200984,11.031367841661085,5654.85696,525751.9605017703,5.257519605017703,5366.127089322984,5654.85696,30.326188757110508,1357.9063487903397
7,-7.89373779296875,8.737543106079102,-1.6784668099845135e-09,1.6606336832046509,2.7576534748077393,1.6606184244155884,2.757704257965088,8.737543106079102,16.63128089904785,5.261571648491196,-0.8118474812050511,1.6323825831146692,1346.14176,275770.46252743027,2.7577046252743025,857.5574700720852,1346.14176,21.24784553848496,598.3042965897732
8,-24.093347549438477,16.34524917602539,4.577636936176077e-09,3.4017386436462402,11.571611404418945,3.401707172393799,11.57182502746582,24.093347549438477,40.4385986328125,7.082656862672263,0.7220718629743799,2.5741823876851093,5739.3344,1157182.5109368092,11.571825109368092,16628.73453249163,5739.3344,22.619712891049375,675.3071452027391
9,-16.1849365234375,22.49386978149414,-1.831054641243668e-09,2.633668899536133,6.9361348152160645,2.6336543560028076,6.936212062835693,22.49386978149414,38.67880630493164,8.540887499357257,-0.41592404798832083,2.5514787180769707,5937.93536,693621.287644156,6.9362128764415605,4727.7320740931655,5937.93536,28.326428001248523,1478.9630808774798
10,-16.046249389648438,13.544567108154297,-9.15527320621834e-10,2.3636889457702637,5.58691930770874,2.363666534423828,5.5870256423950195,16.046249389648438,29.590816497802734,6.788646796509593,-0.48871714926039933,4.325094904379495,4998.46816,558702.5483885746,5.587025483885746,4754.131953413719,4998.46816,29.583336447073403,1296.8737313525667
11,-6.8004865646362305,9.231976509094238,-9.15527320621834e-10,1.559701681137085,2.4326322078704834,1.5596897602081299,2.4326694011688232,9.231976509094238,16.03246307373047,5.919065562822089,-0.17009011905529534,1.4414551413383165,1790.91312,243266.95677984515,2.4326695677984516,778.8404816026944,1790.91312,26.698959152294147,1029.0922640345666
12,-16.397165298461914,11.761258125305176,0.0,1.3733444213867188,1.8860385417938232,1.3733311891555786,1.8860749006271362,16.397165298461914,28.158424377441406,11.939587071613882,-0.455323647027497,3.8140825862957337,1371.1664,188607.5040892037,1.8860750408920368,295.1340552562827,1371.1664,27.912689122094996,1280.181103584196
13,-16.770694732666016,14.295220375061035,6.103515470812226e-10,2.383049726486206,5.678827285766602,2.383028984069824,5.678926467895508,16.770694732666016,31.065914154052734,7.037492565207321,-0.38953108402015235,3.0667077189131913,4683.24608,567892.598557818,5.6789259855781795,4040.9971034321143,4683.24608,27.67872695361798,1184.4717830103266
14,-17.039989471435547,24.60692596435547,-3.051757735406113e-09,1.867814302444458,3.4886622428894043,1.8677960634231567,3.4887304306030273,24.60692596435547,41.646915435791016,13.174182215090513,0.2371228234242965,5.268057090339662,4534.95072,348873.05851977103,3.48873058519771,1320.889255811755,4534.95072,55.84757860505824,5437.212740251504
15,-15.456759452819824,13.3045015335083,-2.708435031806289e-09,1.8005387783050537,3.241880416870117,1.8005222082138062,3.2419397830963135,15.456759452819824,28.761260986328125,8.584519055662952,-0.06984202476344992,3.349393052179127,2307.33376,324194.00414759445,3.2419400414759445,980.5326362963776,2307.33376,31.728094780803993,1496.1420963702808
16,-45.125572204589844,43.80173873901367,-1.4495850075846306e-09,3.600881338119507,12.966063499450684,3.600841999053955,12.96634578704834,45.125572204589844,88.92730712890625,12.531813177758263,0.4300118841929502,23.30235973328388,11483.96032,1296634.841251283,12.96634841251283,38521.23194728898,11483.96032,31.691450963051803,1268.189186029215
17,-14.528358459472656,14.369765281677246,3.20434567768757e-09,2.1889820098876953,4.7916059494018555,2.1889736652374268,4.791642189025879,14.528358459472656,28.89812469482422,6.637038766809247,0.15100952876583107,4.117939348352144,3755.30048,479164.28628020734,4.791642862802074,3544.203923809002,3755.30048,29.683071209106135,1240.7630751736122
18,-6.667654991149902,12.6563138961792,7.438659688219218e-10,0.8820704221725464,0.7779979705810547,0.8820419311523438,0.7780482769012451,12.6563138961792,19.3239688873291,14.348416609420592,1.2914146738104701,21.18170329339228,793.774,77804.84146078848,0.7780484146078848,131.10849915214686,793.774,34.04486395249785,1571.1253940553315
19,-10.13381576538086,12.4415922164917,-3.280639537805996e-09,1.3759459257125854,1.893201231956482,1.375936508178711,1.893227219581604,12.4415922164917,22.575408935546875,9.042210150844666,0.3437704444919922,5.222879861967378,1505.02672,189322.73168627854,1.8932273168627853,624.3943707443609,1505.02672,30.26394404103126,1214.3844566593486
20,-10.874820709228516,9.468916893005371,-4.57763660310917e-10,1.337414264678955,1.7886416912078857,1.3374011516571045,1.7886768579483032,10.874820709228516,20.343738555908203,8.131228293605052,0.08746678147297789,3.368702419664352,2138.45552,178867.6947598845,1.788676947598845,422.1579852954851,2138.45552,46.798381133324945,3391.469663141199
21,-415.7433166503906,277.4060974121094,1.2207030941624453e-08,27.569433212280273,760.0674438476562,27.569320678710938,760.0736083984375,415.7433166503906,693.1494140625,15.079864480681662,-0.16754538180765158,12.340172412203858,369027.03104,76007363.42635646,760.0736342635646,60186343.70738342,369027.03104,25.37603790420473,835.571341667927
22,-3.6743640899658203,6.960168361663818,6.103515470812226e-10,0.8533158898353577,0.7281410694122314,0.8533118367195129,0.7281479835510254,6.960168361663818,10.634532928466797,8.1566140330596,0.3889957527715488,1.9659958101164419,468.48088,72814.79960446226,0.7281479960446225,72.4441192357865,468.48088,27.646481541952134,1010.7745930692683
23,-5.100647449493408,8.206155776977539,1.0681152629032908e-09,1.02133047580719,1.043092966079712,1.0213192701339722,1.0431159734725952,8.206155776977539,13.306802749633789,8.034770303404443,0.3478383086631917,2.1746325386879954,1046.20096,104311.6159609389,1.043116159609389,184.20203347979233,1046.20096,38.574249535254694,2128.828580221276
24,-10.950221061706543,22.356670379638672,-9.15527320621834e-10,2.278430700302124,5.191167831420898,2.2784135341644287,5.191246509552002,22.356670379638672,33.30689239501953,9.81231089305202,0.5558036100028626,2.855351244825605,5118.36352,519124.7304091635,5.191247304091635,4097.794095745173,5118.36352,34.78811681850478,1755.4876641494322
25,-14.972097396850586,17.0994815826416,-6.484985437538171e-09,1.9888101816177368,3.9552760124206543,1.9887875318527222,3.9553658962249756,17.0994815826416,32.07157897949219,8.597844953072672,0.4636988928693988,4.086200603920241,2374.81712,395536.6280767997,3.955366280767997,1340.1201677112497,2374.81712,27.576756279646553,1051.8124968047719
26,-21.871566772460938,30.379348754882812,-4.425048771850015e-09,4.165395259857178,17.350217819213867,4.1653594970703125,17.35051727294922,30.379348754882812,52.25091552734375,7.293269152067085,0.7974407824978003,3.2264111469951127,11615.32928,1735051.9618062796,17.350519618062798,24477.51475442625,11615.32928,26.366560552614267,1098.5636906450227
27,-8.34716510772705,10.666147232055664,1.831054641243668e-09,1.4388060569763184,2.0701327323913574,1.438795566558838,2.070162773132324,10.666147232055664,19.01331329345703,7.4131931682792604,0.5112175117954593,2.248315613163145,1344.04896,207016.26053653867,2.0701626053653865,450.7708413661685,1344.04896,28.396233686719935,1122.352274672985
28,-16.42063331604004,19.224733352661133,7.629394338515283e-10,2.72867488861084,7.445575714111328,2.7286581993103027,7.445667266845703,19.224733352661133,35.64536666870117,7.045446649911594,0.6644879443512759,4.163243255608997,8271.97696,744566.920698462,7.44566920698462,7274.586379013391,8271.97696,38.36217049708575,2430.9307597345596
29,-19.585981369018555,17.86324119567871,1.0681152629032908e-09,1.9130537509918213,3.659727096557617,1.913041353225708,3.6597747802734375,19.585981369018555,37.449222564697266,10.23807164794205,0.5343520408429372,2.1129739950101616,1782.79664,365977.51112377207,3.6597751112377206,1137.2649528166746,1782.79664,24.890879351447225,838.8719953391674
30,-11.524932861328125,12.184442520141602,-3.433227480087453e-09,1.6302655935287476,2.6577415466308594,1.6302580833435059,2.6577658653259277,12.184442520141602,23.709375381469727,7.473900307107686,0.5805742570122296,4.228777195955271,1385.7488,265776.6226408033,2.657766226408033,612.2663209698335,1385.7488,26.519500950926123,963.3658252417918
31,-14.940695762634277,18.90325355529785,7.629394338515283e-10,2.055358648300171,4.224430561065674,2.055341958999634,4.224499225616455,18.90325355529785,33.84394836425781,9.197058416511044,0.6286813282919315,2.4203754178272687,2513.23056,422449.9336995924,4.224499336995924,1609.2173375573134,2513.23056,26.568382275984415,997.5287499182637
0,-93.90786743164062,40.59453582763672,1.3563368206348514e-08,15.048311233520508,226.4451904296875,15.048095703125,226.45166015625,93.90786743164062,134.50241088867188,6.2404256513819565,-2.3257623372032734,6.600108552872884,123508.12573737373,22418712.931558594,226.45164577331914,6248892.090424061,123508.12573737373,21.194031568488448,611.1101878749369
1,-36.0377311706543,8.301226615905762,5.856908735779598e-09,3.198538064956665,10.230401039123535,3.198499917984009,10.230646133422852,36.0377311706543,44.338958740234375,11.266938344578541,-2.4130452407236285,7.990250535589757,5020.828121212121,1012834.0994864074,10.23064746955967,11500.12422123766,5020.828121212121,19.65941812455221,510.5099953165354
2,-27.33462905883789,13.18631649017334,1.8495501796778058e-09,4.409657001495361,19.44466781616211,4.409610748291016,19.44507598876953,27.33462905883789,40.52094650268555,6.198810712390653,-1.8564355796285896,4.745336890796412,13117.331393939394,1925062.577798592,19.44507654342012,44767.66372244874,13117.331393939394,22.41088902025288,736.9340264078162
3,-20.168275833129883,8.187142372131348,-5.08626296635839e-09,2.7689599990844727,7.666952133178711,2.7689261436462402,7.667139053344727,20.168275833129883,28.355419158935547,7.283700681771608,-1.940208146365624,5.94619013886747,4829.688888888889,759046.7713710673,7.667139104758255,7032.087138065668,4829.688888888889,22.446056663106297,720.2365166364174
4,-25.243022918701172,12.267061233520508,-3.54497120547137e-09,2.3562405109405518,5.551760673522949,2.356217384338379,5.551869869232178,25.243022918701172,37.51008605957031,10.713262420152853,-1.7878427793216451,6.854731565059227,2426.773171717172,549635.1617389111,5.551870320595061,2733.63828525621,2426.773171717172,19.655940964355498,534.4723787101475
5,-28.581140518188477,12.083528518676758,1.5412918163981715e-10,3.2292428016662598,10.42783260345459,3.229215383529663,10.428009033203125,28.581140518188477,40.664669036865234,8.850725161775035,-2.3202897190233127,10.786916910911387,6268.436686868687,1032373.0416845498,10.42801052206616,13293.45312140485,6268.436686868687,21.50778712483499,636.1939759493285
6,-12.822808265686035,15.396267890930176,-6.165167265592686e-10,2.0550761222839355,4.223226547241211,2.055048942565918,4.223337650299072,15.396267890930176,28.21907615661621,7.491823647787476,-0.4006574152254309,3.594241014167265,2412.2414545454544,418110.4130845068,4.22333750590411,1854.9332241915247,2412.2414545454544,24.089910008724832,852.6826433313854
7,-32.86214065551758,16.87392234802246,8.554169816932244e-09,3.365570545196533,11.326803207397461,3.3655316829681396,11.327064514160156,32.86214065551758,49.736061096191406,9.764210915863773,-1.653409031644936,8.263269253176437,6426.1255757575755,1121379.439311939,11.32706504355494,13389.721583097049,6426.1255757575755,20.457825741153957,585.1509171294598
8,-15.997371673583984,8.020029067993164,-1.3871626070027787e-09,2.2791099548339844,5.194237232208252,2.2790868282318115,5.194342613220215,15.997371673583984,24.01740074157715,7.0191311479525655,-1.1190927088422806,2.578308481441799,2927.208404040404,514239.94629041466,5.19434289182237,2637.675284466507,2927.208404040404,21.55858859269793,685.1164593154907
9,-26.281396865844727,13.875160217285156,-3.0825837438186454e-09,2.4156434535980225,5.835270881652832,2.415630578994751,5.835332870483398,26.281396865844727,40.15655517578125,10.879667206971062,-1.6984858345332239,10.486693425306674,3116.162909090909,577697.9514667623,5.83533284309861,2680.246117402779,3116.162909090909,21.1401249220752,652.5207535719095
10,-8.690766334533691,12.519852638244629,2.0036794445843498e-09,1.5952215194702148,2.544680118560791,1.595205307006836,2.544731855392456,12.519852638244629,21.21061897277832,7.848347383379436,0.05072547055538222,2.6804329291092364,1228.180202020202,251928.45830268488,2.5447319020473222,503.24000255989245,1228.180202020202,23.65567741092327,812.927548568008
11,-8.92037582397461,4.4109954833984375,-1.4642271839448995e-09,1.3288888931274414,1.7659047842025757,1.3288735151290894,1.7659456729888916,8.92037582397461,13.331371307373047,6.712657371212703,-0.661344870852088,1.4014520998225581,1076.3613737373737,174828.63311449258,1.7659457890352785,306.6590932187196,1076.3613737373737,22.73273425098196,751.6087280453252
12,-8.928424835205078,14.267023086547852,-1.1559688761764164e-09,1.8688665628433228,3.492605209350586,1.8688513040542603,3.492662191390991,14.267023086547852,23.19544792175293,7.634051232016148,0.9633669179339321,3.4373685575369217,2040.526707070707,345773.56567569845,3.4926622795525097,1001.189492756218,2040.526707070707,24.51173068085516,917.2397192970674
13,-25.813705444335938,17.032909393310547,-3.6991003593556115e-09,2.6377198696136475,6.957385063171387,2.637685537338257,6.957565784454346,25.813705444335938,42.846614837646484,9.786371078183116,-0.13788187247712974,2.391501325430813,3977.524686868687,688799.0537915132,6.957566199914274,2573.171711750197,3977.524686868687,26.98186845712484,1224.0209356307873
14,-16.496360778808594,21.231534957885742,5.779844380882082e-10,2.248903274536133,5.057490348815918,2.2488865852355957,5.057566165924072,21.231534957885742,37.72789764404297,9.440839540893567,-0.1990901390219225,1.8290919144644056,1599.243797979798,500699.00729497534,5.057565730252276,1098.957642579568,1599.243797979798,21.12173650686254,636.4341280739484
15,-7.233264923095703,10.518254280090332,1.6568887373225039e-09,1.347497820854187,1.8157261610031128,1.3474888801574707,1.8157503604888916,10.518254280090332,17.75151824951172,7.805767191091075,0.5620935733837197,2.1529414176807204,1396.1845656565656,179759.28161440243,1.8157503193373983,196.05416335713466,1396.1845656565656,35.74343073528659,2400.3639047141505
16,-3.3596560955047607,4.8967156410217285,-7.706459081990857e-11,0.8490487933158875,0.7208709120750427,0.8490411639213562,0.720883846282959,4.8967156410217285,8.25637149810791,5.7672959193523194,0.6154221083754103,1.2293197599461285,679.4634343434343,71367.49517176129,0.7208837896137503,42.01142362521066,679.4634343434343,39.432475563270124,2958.2649803377662
17,-11.469988822937012,14.122847557067871,7.706459359546614e-10,2.0154175758361816,4.061826229095459,2.015397310256958,4.06190824508667,14.122847557067871,25.592836380004883,7.007405178159374,0.6590730518097847,2.6103746182881347,3306.9527272727273,402128.9216675415,4.061908299672137,1696.7955723693299,3306.9527272727273,29.262011342317415,1420.903073092946
18,-9.58572006225586,9.81438159942627,-1.6954210257935642e-09,1.8121225833892822,3.283736228942871,1.8121082782745361,3.2837884426116943,9.81438159942627,19.400100708007812,5.415958991620785,-0.1721637980655807,0.4963137486363891,2314.205414141414,325095.0672548889,3.283788558130191,1648.2982235098946,2314.205414141414,29.434808389093632,1144.088644705945
19,-43.407447814941406,55.16839599609375,-4.0073588891686995e-09,6.164906978607178,38.00466537475586,6.164792537689209,38.006080627441406,55.16839599609375,98.57584381103516,8.948779955242376,0.5761795260671655,8.383847574332503,51854.22222222222,3762602.3121417314,38.00608396102759,375308.92908386106,51854.22222222222,38.91227490634406,2260.7966451412135
20,-3169.034423828125,1181.25390625,-1.4796401437422446e-08,70.76329803466797,5007.09375,70.76081848144531,5007.44482421875,3169.034423828125,4350.2880859375,44.78358855286209,-5.225966900661694,197.01997002563274,1369986.0583434342,495737092.0113541,5007.4453738520615,839603417.7377967,1369986.0583434342,18.0313434554178,461.03663411636865
21,-10.571944236755371,12.489192962646484,1.2330334531185372e-09,1.7858633995056152,3.189246416091919,1.7858461141586304,3.1893081665039062,12.489192962646484,23.061138153076172,6.9933640871434495,0.3801158991118114,1.560902876416204,1434.8544646464647,315741.49340897496,3.18930801423207,712.9665508340013,1434.8544646464647,26.29485149841886,925.6405092431512
22,-5.452258586883545,7.376616477966309,-3.236712897702887e-09,1.282781958580017,1.6455191373825073,1.2827779054641724,1.6455296277999878,7.376616477966309,12.828874588012695,5.750483493026279,0.44011008037216454,1.1659950773724805,989.6888888888889,162907.45889850194,1.645529887863656,321.9290719139891,989.6888888888889,28.805991660455078,1149.9979461201974
23,-6.046207904815674,9.583698272705078,-2.928454367889799e-09,1.448440670967102,2.0979537963867188,1.4484314918518066,2.097980499267578,9.583698272705078,15.629905700683594,6.616562531557601,0.4609692189238351,1.7019133131296034,1944.9449696969698,207700.06965998863,2.0979805016160467,592.1283600394437,1944.9449696969698,43.348749911961534,2581.19455196631
24,-9.901618957519531,14.367898941040039,-6.165167265592686e-10,1.9485876560211182,3.7969298362731934,1.9485712051391602,3.7969939708709717,14.367898941040039,24.26951789855957,7.373493769522434,0.5963506673321103,2.0076308510236194,2999.9243636363635,375902.3960090048,3.7969938990808565,1530.2196577595207,2999.9243636363635,30.96692161008364,1439.6299975354557
25,-5.472223281860352,10.595590591430664,-1.0018397222921749e-09,1.2758897542953491,1.6278718709945679,1.2758808135986328,1.6278947591781616,10.595590591430664,16.067813873291016,8.304471883844242,0.5711541169727926,1.9311491077033764,664.2021818181818,161161.57409509434,1.6278946878292357,148.3643322936696,664.2021818181818,25.83839120994524,950.2244167634308
26,-6.17729377746582,12.18624210357666,9.247750898389029e-10,1.4485771656036377,2.0983383655548096,1.4485642910003662,2.0983757972717285,12.18624210357666,18.363536834716797,8.412559850409158,0.907458201187367,3.2432175786247024,1330.5134545454546,207739.21960109955,2.098375955566662,358.30448274483547,1330.5134545454546,28.64505686938166,1227.9432938082537
27,-12.383528709411621,18.156452178955078,3.54497120547137e-09,2.340613603591919,5.478431224822998,2.340604782104492,5.4784722328186035,18.156452178955078,30.539981842041016,7.7571334931541385,0.6279101362533881,3.0285415173076267,1810.2721616161616,542368.8234454155,5.478472964095106,1328.0077103399044,1810.2721616161616,21.57955677252518,633.5097699108461
28,-11.265786170959473,17.827102661132812,-3.54497120547137e-09,2.596848487854004,6.74353551864624,2.596831798553467,6.743622303009033,17.827102661132812,29.09288787841797,6.8648990283853095,0.6001072281656499,1.7189672020545546,2869.118707070707,667618.6355814196,6.7436225816305,2390.4587708931035,2869.118707070707,23.372646280997742,770.9990077222053
29,-11.861592292785645,18.034116744995117,-4.0073588891686995e-09,2.682969093322754,7.19820499420166,2.6829471588134766,7.198322772979736,18.034116744995117,29.895709991455078,6.721701263677457,0.548160999822702,1.5498114277477244,2883.096565656566,712633.9228903793,7.198322453438175,2452.7168175199313,2883.096565656566,23.188848377115576,756.9269235781568
30,-12.491259574890137,18.13201904296875,1.8495501796778058e-09,2.7711875438690186,7.679362773895264,2.7711663246154785,7.679481029510498,18.13201904296875,30.623279571533203,6.543050138589165,0.49123083358571823,1.3819366391448709,2842.0809696969695,760268.6479774746,7.679481292701764,2507.667821200628,2842.0809696969695,23.064495956192392,744.31704411203
31,-18.1215763092041,32.3077278137207,5.394521274126873e-09,3.123176336288452,9.754090309143066,3.1231539249420166,9.754230499267578,32.3077278137207,50.42930603027344,10.344509670598633,0.6724972831954773,4.058410653560312,3882.083232323232,965668.8828801523,9.754231140203558,4815.915965924876,3882.083232323232,22.203467624439835,689.9992420036116
